Source,Target
Customer Service Officer (CSO) - China,09.01.02 Dealer Acknowledgment of the Customer Early Termination Request
Customer Service Officer (CSO) - China,09.01.03 Receivers Completed Request and Documents in CMS
Customer Service Officer (CSO) - China,09.01.04 Obtain Legal and Compliance Department Approval
Customer Service Officer (CSO) - China,09.01.05 Prepare & Document Early Buyout Quotation in CMS
Customer Service Officer (CSO) - China,09.01.06 Send Early Termination Quotation to Customer
Customer Service Officer (CSO) - China,09.01.14 Prepares Early Termination Agreement
Customer Service Officer (CSO) - China,09.01.15 Contract Carries Forward
Customer Service Officer (CSO) - China,11.02.12 Receipt and Application of Bank Wire for Dealer Recourse
Customer Service Officer (CSO) - China,11.02.15 Documentation of Disposition Request in CMS
Customer Service Officer (CSO) - China,11.02.16 Notification to Operatons to Dispose Contract
Customer Service Officer (CSO) - China,Answer Calls
Customer Service Officer (CSO) - China,Call back
Customer Service Officer (CSO) - China,Tag for general inquiries and complaint.
Customer Service Officer (CSO) - China,Upload Customer Information  Manually
Customer Signing - China,Customer - China
Customer Signing - China,E-Sign Service - China
Customer Signing - China,Junction
"Customer take multiple assets in one deal, hence user need to punch each case based on BA, hence one application handle multiple BA products is required with data and rules for calculating grading for multiple BA","Ability to have configuration rules for calculating grading (basis experience, financial, VFS exposure, etc.)"
"Customer take multiple assets in one deal, hence user need to punch each case based on BA, hence one application handle multiple BA products is required with data and rules for calculating grading for multiple BA",System should have capability to handle multiple BA in one application (Volvo Construction Equipment / Volvo Bus / Volvo Trucks / Eicher MDT / Eicher Retail ...)
Customer uses Equipment & Makes Payments to VFS,Consider next steps and make plans
Customer Value-Added Services (China),Customer Contract Management
Customer Value-Added Services (China),Customer Difficulty Time Care
Customer Value-Added Services (China),Customer Repayment Support
Customer Value-Added Services (China),Customer Service Support
Customer Value-Added Services (China),Financial Products (China)
Customer Value-Added Services (China),Help Customer Quick Dispose Equipment
Customer's Bank - India,Review and Approve Customer's Debiting
Customer's Bank - India,Share the NACH mandate with the NPCI
Customers Support,Complete Insurance Offering
Customers Support,High Customer Satisfaction
Data,L1 Asset
Data,L1 Dealer
Data,L1 End Customer
Data,L1 Sales Invoice
Data Access,Data Access Services
Data Access,Transport Data
Data Access,Uptime Data
Data Access,Vehicle Data
Data captured through Medallia Salesforce Lightning Components,""
Data Layer,Contract Information
Data Layer,Core System Transaction Data
Data Layer,Customer Information
Data Layer,External Data
Data Layer,Processing Logs
Data Processing Layer,AML Base Data
Data Processing Layer,Customer Data
Data Processing Layer,Risk Assessment Metrics Label
Data Processing Layer,Suspicious Transaction Metrics Label
Data Processing Layer,Transaction Data
Database Server (Nightly replica),019152_CoreView
Database Server (Nightly replica),File Share (SMB)
Database Server (Nightly replica),GEBIS (CSN)
Database Server (Primary),019152_CoreView
Databricks,Volvo Connect Data Pond
DCM (Dealer Credit Manager) - China,019222_VFS Connect
DCM (Dealer Credit Manager) - China,02.01 Quote Request
DCM (Dealer Credit Manager) - China,02.02 Create Quote
DCM (Dealer Credit Manager) - China,04.02 Dispatch the Documents
DCM (Dealer Credit Manager) - China,072424_VFS China CSG
DCM (Dealer Credit Manager) - China,1. Request POA(Power  Of Attorney)  Authorization (China)
DCM (Dealer Credit Manager) - China,"3. Dealer Input ""Assessment Form"" and Submit (China)"
DCM (Dealer Credit Manager) - China,4. Assessment Result will be Popped Out Immediately (China)
DCM (Dealer Credit Manager) - China,China ABC DD Authorization Status Tracking
DCM (Dealer Credit Manager) - China,End User - China
DCM (Dealer Credit Manager) - China,Submit Credit Applications in PM
DD Is Selected With ABC Card,Go to ABC Local Branch
DD-Authorization,CSG-Legacy
Deal (Sales),""
Deal Conditions Rules,L2 Market Regulation Compliance
Dealer,BA (General)
Dealer,BP
Dealer,CONTRACT
Dealer,Customer
Dealer,L1 Sales
Dealer,L2 Digital Channel Management
Dealer,L2 Quote Management
Dealer,Local Vehicle Registration Authorities
Dealer,Raise Lump Sum Pay Request - China
Dealer,VFS
Dealer - Australia,1.01 Login VFS Truck Portal Place Equipment Order
Dealer - Australia,2.01 Dealer Request Credit Limit to VFS
Dealer - Australia,3.03 Dealer get End of Month FloorPlan Control Report from Truck Portal
Dealer - Australia,"3.04 After 2~3 Business Days of Unit Sold, Dealer will Inform VFS"
Dealer - Australia,3.05 Dealer Input Payment Monthly Amount in Truck Portal
Dealer - Australia,3.06 Pay Curtailment Amount until Full Principal is Payout
Dealer - Australia,3.07 Force Payout
Dealer - Australia,3.08 Unit Early Payout
Dealer Directory data provider,Originations tool
Dealer Loan Contract,Dealer Loan Disbursement
Dealer Loan Contract,Dealer Loan Overdue
Dealer Loan Contract,Dealer Loan Recovery
Dealer Loan Contract,Dealer Loan Repayment
Dealer Loan Contract,Dealer Loan Write-Off
Dealer Loan Customer,Dealer Credit Limit
Dealer Loan Customer,Dealer Loan Contract
Dealer Loan Customer,L1 End Customer
Dealer Loan Customer,Manufacturer
Dealer Loan Customer,Related Person
Dealer Loan Repayment,L3 Payments
Dealer Mangement System (DMS),078815_Parts and Services Financing
Dealer Onboarding,Credit Application
Dealer Onboarding,L2 Onboarding Management
Dealer Payment Plan,Payment Plan
Dealer Portal,Sales Platform
Dealer provisioning,019222_VFS Connect
Dealer provisioning,Dealer quotation back-end
Dealer quotation back-end,Asset mastering
Dealer quotation back-end,Capture Originations data
Dealer quotation back-end,Customer creation
Dealer quotation back-end,Dealer mastering
Dealer quotation back-end,Emailing files
Dealer quotation back-end,Financial products mastering
Dealer quotation back-end,Pdf generation
Dealer quotation back-end,Preliminary credit decision (for French market)
Dealer quotation back-end,Pricing matrix management
Dealer quotation back-end,Printing files
Dealer quotation back-end,Quote creation
Dealer quotation back-end,Quote mastering
Dealer quotation back-end,Volvo Treasury cost of funds mastering
Dealer quotation front-end,Front-end translations
Dealer quotation front-end,Quote UI for dealers
Dealer Sales Representative,Retister Application
Dealer Sales Representative,Submit Application
Dealer SAML SSO authentication,Dealer quotation back-end
Dealer Truck Portal,019269_VFS AUS WAS
Dealer Truck Portal,Dealer - Australia
Dealer Truck Portal,Wholesale Module
Dealer User - China,09.01.02 Dealer Acknowledgment of the Customer Early Termination Request
Dealer User - China,09.01.15 Contract Carries Forward
Dealer User - China,10.04 Dealer Prepares the Asset Inspection for VAFC
Dealer User - China,L2 External Communication
Dealer User - China,Raise ET Request - China
Dealer Valua-Added Services (China),Build Up Credit Control Team
Dealer Valua-Added Services (China),Credit Management Support
Dealer Valua-Added Services (China),Effective System Support (PM)
Dealer Valua-Added Services (China),Financial Products (China)
Dealer Valua-Added Services (China),Sales Tools
Debt Recovery Manager - China,08.03.01 Prepare Weekly Work List
Debt Recovery Manager - China,08.03.02 T+120 Collection Calls and Activities
Debt Recovery Manager - China,08.03.03 Document Collection Efforts in System
Debt Recovery Manager - China,08.03.06 Ensuring Measures
Decision based on Limit / Exposure,L3 Limit & Exposure Management
Decision based on Limit / Exposure,Receives Rate Approval and Issues Offer Letter
Decision Escalation - NA,L3 Credit & Risk Experience
Decision Rules - NA,L3 Decision Engine
Decisioning Layer,Data Cleaning
Decisioning Layer,Metrics Calculating
Decisioning Layer,Rule Based Decisioning
De-Dupe - India,221:1 Verify Customer Financial Information
De-Dupe - India,KYC Document Receipt - India
Define Compliance Required AML Interval and Scope,"Trigger Regular Compliance Based Customer AML Re-Idenfiication and Scanning, Financial Product and AFC Institute Grading"
Define Payment Allocations - US/CA,Submit for Funding - US/CA
DELUXE - Australia,Check In Engine Compartment
DELUXE - Australia,Check Under the Vehicle
DELUXE - Australia,Checks in the Cab
DELUXE - Australia,External Checks
DELUXE - Australia,Safety Inspection and Brake Adaption
DELUXE - Australia,Satisfaction Guarantee
DELUXE - Australia,Scheduled Serviceing and Oil Changes
DELUXE - Australia,Service History
DELUXE - Australia,Test Driving
DEP Channels,DEP Channels - Customer
DEP Channels,DEP Channels - Dealer
DEP Channels,DEP Channels - Employee
DEP Channels,DEP Channels - Partners
DEP Channels,DEP Channels - TD/BA
DEP Products,DEP EaaS
DEP Products,DEP Insurance
